Stats,1 Hour,24 Hours,7 Days,30 Days
Change %,0.59%,-0.48%,-4.95%,-17.39%
High,0.0027210,0.0027500,0.0028760,0.0041980
Low,0.0026910,0.0026630,0.0024710,0.0020020
