Stats,1 Hour,24 Hours,7 Days,30 Days
Change %,0.43%,2.19%,5.78%,-28.37%
High,0.00000936,0.00000941,0.00000967,0.00001423
Low,0.00000926,0.00000907,0.00000875,0.00000795
