Stats,1 Hour,24 Hours,7 Days,30 Days
Change %,0.49%,1.39%,-1.45%,-7.37%
High,0.00006738,0.00006889,0.00007757,0.00010259
Low,0.00006693,0.00006636,0.00006451,0.00006000
